gameId,gameNumber,seasonId,year,type,dayNight,length,length_mins,homeTeamId,homeTeamName,awayTeamId,awayTeamName,startTime,attendance,status,added
4e1924cd-3296-46c4-b3aa-82e29a4e551c,1,565de4be-dc80-4849-a7e1-54bc79156cc8,2016,REG,N,2:26,146,75729d34-bca7-4a0f-b3df-6f26c6ad3719,Orioles,d99f919b-1534-4516-8e8a-9cd106c6d8cd,Rangers,2016-08-04T23:05:00Z,28762,closed,2016-10-06T06:25:15Z
aa48e7a1-468d-4bc4-832f-d00793fa11f6,1,565de4be-dc80-4849-a7e1-54bc79156cc8,2016,REG,N,2:43,163,75729d34-bca7-4a0f-b3df-6f26c6ad3719,Orioles,d99f919b-1534-4516-8e8a-9cd106c6d8cd,Rangers,2016-08-02T23:05:00Z,22230,closed,2016-10-06T06:25:15Z
bf5cf705-c564-41ed-9e47-9ca14dff7f7d,1,565de4be-dc80-4849-a7e1-54bc79156cc8,2016,REG,N,2:51,171,80715d0d-0d2a-450f-a970-1b9a3b18c7e7,Indians,d99f919b-1534-4516-8e8a-9cd106c6d8cd,Rangers,2016-05-31T22:10:00Z,10428,closed,2016-10-06T06:25:15Z
de9484a7-c538-4f4b-afec-bd7368b618de,1,565de4be-dc80-4849-a7e1-54bc79156cc8,2016,REG,N,2:36,156,80715d0d-0d2a-450f-a970-1b9a3b18c7e7,Indians,d99f919b-1534-4516-8e8a-9cd106c6d8cd,Rangers,2016-05-30T22:10:00Z,14514,closed,2016-10-06T06:25:15Z
e16a7215-7e24-48d9-b40b-0a0baa29132e,1,565de4be-dc80-4849-a7e1-54bc79156cc8,2016,REG,N,3:30,210,80715d0d-0d2a-450f-a970-1b9a3b18c7e7,Indians,d99f919b-1534-4516-8e8a-9cd106c6d8cd,Rangers,2016-06-01T22:10:00Z,10524,closed,2016-10-06T06:25:15Z
f810f672-67af-4cd8-a5b4-3b890da6591d,1,565de4be-dc80-4849-a7e1-54bc79156cc8,2016,REG,N,3:14,194,833a51a9-0d84-410f-bd77-da08c3e5e26e,Royals,d99f919b-1534-4516-8e8a-9cd106c6d8cd,Rangers,2016-07-23T23:15:00Z,32132,closed,2016-10-06T06:25:15Z
a66b97d7-59bc-40a9-9926-f03825f618d2,1,565de4be-dc80-4849-a7e1-54bc79156cc8,2016,REG,N,2:44,164,833a51a9-0d84-410f-bd77-da08c3e5e26e,Royals,d99f919b-1534-4516-8e8a-9cd106c6d8cd,Rangers,2016-07-23T00:15:00Z,33535,closed,2016-10-06T06:25:15Z
9cd28c80-2ba9-44c7-a061-93f12518103b,1,565de4be-dc80-4849-a7e1-54bc79156cc8,2016,REG,N,3:21,201,93941372-eb4c-4c40-aced-fe3267174393,Red Sox,d99f919b-1534-4516-8e8a-9cd106c6d8cd,Rangers,2016-07-05T23:10:00Z,35964,closed,2016-10-06T06:25:15Z
09f5f3ed-2fb4-4bb6-891a-bd485da10ca0,1,565de4be-dc80-4849-a7e1-54bc79156cc8,2016,REG,N,3:19,199,93941372-eb4c-4c40-aced-fe3267174393,Red Sox,d99f919b-1534-4516-8e8a-9cd106c6d8cd,Rangers,2016-07-06T23:10:00Z,37175,closed,2016-10-06T06:25:15Z
1bb391c5-3ce9-4b5d-9904-f7bd98c19b8a,1,565de4be-dc80-4849-a7e1-54bc79156cc8,2016,REG,N,3:43,223,a09ec676-f887-43dc-bbb3-cf4bbaee9a18,Yankees,d99f919b-1534-4516-8e8a-9cd106c6d8cd,Rangers,2016-06-27T23:05:00Z,32914,closed,2016-10-06T06:25:15Z
